,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set
0,Pink,4,0,Adult,Domestic Short Hair,Gray / Blue / Silver,Medium,Female,Loving Playful Curious,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,270.0,Big Hands Little Paws,thirty_days
1,Panther,5,0,Kitten,Domestic Short Hair,Black,Small,Female,Loving Playful Curious Bonded,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,287.0,Big Hands Little Paws,thirty_days
2,Moo,4,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,Loving Playful Curious Chill,Yes,"Vaccinations up to date, spayed / neutered.",,,,,239.0,Big Hands Little Paws,thirty_days
3,Bread,6,0,Young,Domestic Short Hair,Calico,Medium,Female,"Loving, Playful, Curious, Bonded",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,229.0,Big Hands Little Paws,thirty_days
4,Ginger,6,0,Young,Domestic Short Hair,Orange & White,Medium,Female,"Loving, Playful, Curious, Bonded",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,227.0,Big Hands Little Paws,thirty_days
5,Beanie,5,0,Senior,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered, special needs. early stage kidney disease - no medications or prescription diets required at this time but may be needed in the future.",,,Other cats.,Short,141.0,City Critters Inc.,thirty_days
6,RayJay,5,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,Other cats.,Short,77.0,City Critters Inc.,thirty_days
7,Gemma,5,0,Senior,Domestic Short Hair,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,89.0,City Critters Inc.,thirty_days
8,Luther,5,1,Adult,Tiger & Tabby Mix,Orange & White,Medium,Male,"PLAYFUL, LOVING, SWEET, AFFECTIONATE, ORANGE TIGER TABBY, DOG FRIENDLY",Yes,"Vaccinations up to date, spayed / neutered.",Dogs.,,,Short,167.0,Ready For Rescue,thirty_days
9,Manjani,5,0,Young,Tabby,Tabby (Gray / Blue / Silver),Medium,Male,"Friendly, Cuddly, Sweet, Loving, Tabby",Yes,"Vaccinations up to date, spayed / neutered.",Children.,,,Short,123.0,Ready For Rescue,thirty_days
10,Sherbert,6,0,Young,Tabby,Tabby (Orange / Red),Medium,Male,", Friendly, Affectionate, Playful, Curious, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,178.0,Ready For Rescue,thirty_days
11,Lily,5,1,Adult,Tabby,Tabby (Brown / Chocolate),Medium,Female,"Gentle, Calm, Sweet, Quiet",Yes,"Vaccinations up to date, spayed / neutered, special needs. Lily is Hyperthyroid which it's well-handled with medications.",,,Children.,Short,164.0,Ready For Rescue,thirty_days
12,Cindy,6,0,Young,Domestic Short Hair,Lilac Point,Medium,Female,"Sweet, Playful, Friendly, Gentle, Curious, Independent, Dignified, Quiet, Funny, Smart",Yes,"Vaccinations up to date, spayed / neutered.",,,Children.,Short,115.0,Ready For Rescue,thirty_days
13,Zoomie,5,1,Senior,Tabby & Domestic Short Hair Mix,Orange / Red,Medium,Male,"Sweet, Affectionate, Loving, Playful",Yes,"Vaccinations up to date, spayed / neutered, special needs. Zoomie is on medication twice a day to help him go to the bathroom regularly. He takes his medication very easily, like a very good boy. His medications keep things smooth sailing!.",,,Children.,Short,176.0,Ready For Rescue,thirty_days
14,Timmy,6,0,Senior,Domestic Short Hair,Black,Medium,Male,"Playful, Affectionate, Loving, Cuddly, Friebndly, Friendly, Smart, Curious",Yes,"Vaccinations up to date, spayed / neutered.",Dogs.,,"Other cats, children.",Short,137.0,Ready For Rescue,thirty_days
15,Tempeh & Tofu,2,0,Kitten,Domestic Short Hair & Siamese Mix,White,Medium,Female,"fun, curiuos, friendly, playful, Friendly, Affectionate, Playful, Curious",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,156.0,RescueNYC,thirty_days
16,Cinnamon,0,0,Adult,Domestic Short Hair,Calico,Medium,Female,"calm, quiet, playful, beautiful",Yes,"Vaccinations up to date, spayed / neutered, special needs. Cinnamon will need a patient adopter who will give her time to adjust to her new home.",,,,Short,89.0,RescueNYC,thirty_days
17,Tofu & Tempeh,3,0,Kitten,Domestic Short Hair & Siamese Mix,White,Medium,Female,"fun, curiuos, friendly, playful, Friendly, Affectionate, Playful, Curious",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,156.0,RescueNYC,thirty_days
18,Tuxie,2,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,"affectionate, playful, social, confident, talkative",Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs.",Short,109.0,RescueNYC,thirty_days
19,Dumpling,2,0,Adult,Russian Blue & Domestic Short Hair Mix,Gray / Blue / Silver,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Dogs.,,Children.,,257.0,Social Tees Animal Rescue Foundation,thirty_days
20,John,2,0,Adult,Domestic Short Hair,Orange & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,275.0,Social Tees Animal Rescue Foundation,thirty_days
21,Jade,4,1,Kitten,Domestic Short Hair,Black,Medium,Female,"Friendly, Loving, Playful",Yes,Vaccinations up to date.,Other cats.,$150.00,,Short,97.0,Fur Real,thirty_days
22,Oliver,5,1,Kitten,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,"Affectionate, Cuddly",Yes,Vaccinations up to date.,"Other cats, children.",$150.00,,Short,101.0,Fur Real,thirty_days
23,Yaqui,4,1,Kitten,Domestic Short Hair,Gray & White,Medium,Male,"Playful, Active, Loving",Yes,Vaccinations up to date.,"Other cats, children.",$150.00,,Short,117.0,Fur Real,thirty_days
24,Olivia,5,1,Kitten,Domestic Short Hair,Gray / Blue / Silver,Medium,Female,"Cuddly, Affectionate",Yes,Vaccinations up to date.,"Other cats, children.",$150.00,,Short,128.0,Fur Real,thirty_days
25,Ruby,5,1,Adult,Calico,Calico,Medium,Female,"Smart, Playful, Active, Cuddly, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",Children.,$200.00,"Other cats, dogs.",Short,368.0,Fur Real,thirty_days
26,Koala Bear,6,0,Adult,Domestic Short Hair,Black,Medium,Male,"Calm, Friendly, Wellmannered",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,Short,237.0,Fur Real,thirty_days
27,Momma,6,0,Young,Tabby Mix,Tabby (Brown / Chocolate),Medium,Female,"Loving, Calm",Yes,"Vaccinations up to date, spayed / neutered.",,$150.00,"Other cats, dogs.",Short,272.0,Fur Real,thirty_days
28,Tito,6,0,Young,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,"Playful, Shy, Affectionate, Quiet, Calm",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,"Dogs, children.",Short,161.0,Fur Real,thirty_days
29,Felix,5,1,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Cuddly, Adventurous, Playful, Snuggly",Yes,"Vaccinations up to date, spayed / neutered, special needs. Blind.",,$150.00,,Short,385.0,Fur Real,thirty_days
30,Papa Veselka,3,0,Young,Domestic Medium Hair,,Medium,Male,,Yes,Spayed / neutered.,"Dogs, children.",,,,172.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
31,Judy Garland,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,Spayed / neutered.,,,"Other cats, dogs, children.",,89.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
32,Stroopwafel,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,574.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
33,Morse,3,0,Adult,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,"Other cats, children.",,297.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
34,Jenny Diver,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,Other cats.,,,,111.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
35,Cannoli & Spumoni,3,0,Young,Domestic Short Hair,,Medium,Male,,Yes,,"Other cats, dogs, children.",,,,104.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
36,Prince Harry,3,0,Young,Domestic Short Hair,Orange & White,Medium,Male,,Yes,Spayed / neutered.,Children.,,,,257.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
37,Toby Wan Kenobi & Garth Vader,3,0,Young,Domestic Short Hair,,Medium,Male,,Yes,,"Other cats, dogs.",,,,155.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
38,Yin,3,0,Young,Domestic Short Hair,Black,Medium,Male,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,127.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
39,Benny & C-Note,3,0,Young,Domestic Short Hair,,Medium,Male,,Yes,,"Other cats, dogs, children.",,,,360.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
40,Cady & Gretchen,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,,"Other cats, dogs, children.",,,,478.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
41,Pink & Poo,3,0,Young,Domestic Short Hair,Black,Medium,Female,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,100.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
42,Local Honey,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,148.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
43,Pioneer Helen,3,0,Senior,Domestic Short Hair,,Medium,Female,,Yes,"Spayed / neutered, special needs.",Other cats.,,,,171.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
44,Royalti,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,Other cats.,,,,220.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
45,Cutie,3,0,Adult,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,"Other cats, children.",,,,199.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
46,Kalu,3,0,Adult,Domestic Short Hair,Black,Medium,Male,,Yes,Spayed / neutered.,Other cats.,,,,180.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
47,Princess,0,0,Adult,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,Other cats.,,,,165.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
48,Paddington & Rebecca Cunningham,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,,"Other cats, dogs, children.",,,,372.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
49,Bowie,3,0,Young,Domestic Short Hair,Black,Medium,Male,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,199.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
50,Leon Kennedy & Chris Redfield,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,,"Other cats, dogs, children.",,,,198.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
51,Vex & Irk,3,0,Young,Domestic Short Hair,,Medium,Male,,Yes,,"Other cats, dogs, children.",,,,169.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
52,Gracie & Olive,3,0,Young,Domestic Short Hair Mix,Orange / Red,Medium,Female,,Yes,,"Other cats, dogs, children.",,,,212.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
53,Bedlam & Lassie,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,,"Other cats, dogs, children.",,,,222.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
54,Baguette,3,0,Young,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,Other cats.,,,,174.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
55,Son of Quester,2,0,Young,Domestic Short Hair,Black,Medium,Male,,Yes,Spayed / neutered.,Children.,,Other cats.,,119.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
56,Phoebe,3,0,Adult,Domestic Short Hair,,Small,Female,,Yes,Spayed / neutered.,Other cats.,,,,139.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
57,Rocky,3,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,Spayed / neutered.,Other cats.,,,,204.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
58,Luke,3,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Large,Male,,Yes,Spayed / neutered.,,,"Other cats, dogs, children.",,391.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
59,Chip & Dip,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,,"Other cats, dogs, children.",,,,157.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
60,King Kong,3,0,Young,Domestic Short Hair,Orange & White,Medium,Male,,Yes,Spayed / neutered.,,,"Other cats, dogs, children.",,158.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
61,Elvis & Ember,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,247.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
62,Miso & Nori,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,262.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
63,Hotcake,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,Other cats.,,,,106.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
64,Grandma,0,0,Senior,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,127.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
65,Lily Orange,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,,,"Other cats, dogs, children.",,189.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
66,Fracas & Tussle,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,,"Other cats, dogs, children.",,,,186.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
67,Sir Lady Jane,3,0,Young,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,Children.,,179.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
68,Papi,3,0,Young,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,154.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
69,Leon,3,0,Young,Domestic Short Hair,Black,Medium,Male,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,189.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
70,Yeti,3,0,Young,Domestic Short Hair,Orange / Red,Medium,Male,,Yes,Spayed / neutered.,"Other cats, dogs.",,,,141.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
71,Boots,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,Spayed / neutered.,"Other cats, dogs.",,,,306.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days
72,Ardilla,3,0,Adult,Domestic Short Hair,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,97.0,KittyKind,thirty_days
73,Love and Hope,5,0,Kitten,Domestic Short Hair,,Medium,Male,,Yes,,,,,,66.0,KittyKind,thirty_days
74,Olivia,0,0,Kitten,Domestic Short Hair,,Medium,Female,,Yes,Vaccinations up to date.,,,,,51.0,KittyKind,thirty_days
75,Hope and Love,4,0,Kitten,Domestic Short Hair,,Medium,Male,,Yes,,,,,,65.0,KittyKind,thirty_days
76,Buttercup: Courtesy Post,6,0,Adult,Domestic Short Hair,,Small,Female,,Yes,Spayed / neutered.,,,,,153.0,KittyKind,thirty_days
77,KITTENS!,5,0,Kitten,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,,,139.0,KittyKind,thirty_days
78,Meg,6,0,Adult,Domestic Short Hair,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,Other cats.,,82.0,KittyKind,thirty_days
79,Snuggles and Pepper: courtesy post,0,0,Senior,Domestic Short Hair,,Medium,Female,,Yes,"Spayed / neutered, declawed.",,,,,69.0,KittyKind,thirty_days
80,Pepper and Snuggles: courtesy post,0,0,Senior,Domestic Short Hair,,Medium,Male,,Yes,"Spayed / neutered, declawed.",,,,,69.0,KittyKind,thirty_days
81,Turtle,6,0,Adult,Domestic Short Hair,,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,222.0,KittyKind,thirty_days
82,April,5,0,Senior,Domestic Short Hair,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,203.0,KittyKind,thirty_days
83,Montezuma: Courtesy Post,5,0,Senior,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,,,107.0,KittyKind,thirty_days
84,Lily: Courtesy Post,2,0,Young,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,,,,,143.0,KittyKind,thirty_days
85,Ranger: Courtesy Post,4,0,Adult,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,,,52.0,KittyKind,thirty_days
86,Ava and Daniel: Courtesy Post,6,0,Adult,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,,,,,133.0,KittyKind,thirty_days
87,Daniel and Ava: Courtesy Post,6,0,Adult,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,,,133.0,KittyKind,thirty_days
88,Roy: Courtesy Post,4,0,Senior,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,,,287.0,KittyKind,thirty_days
89,Sweet Shadow: Courtesy Post,5,0,Adult,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,,,157.0,KittyKind,thirty_days
90,Rufus,3,0,Adult,Domestic Short Hair,,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,141.0,KittyKind,thirty_days
91,Obi Wan,2,0,Senior,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,,,167.0,KittyKind,thirty_days
92,Vasily,3,0,Adult,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,,,,,179.0,KittyKind,thirty_days
93,Rosalita: Courtesy Post,6,0,Senior,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,,,,,46.0,KittyKind,thirty_days
94,Cinnabun (and Tigress),6,0,Senior,Domestic Short Hair,,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,190.0,KittyKind,thirty_days
95,Tigress (and Cinnabon),6,0,Senior,Domestic Short Hair,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,190.0,KittyKind,thirty_days
96,Monkey,2,0,Senior,Domestic Short Hair Mix,Tortoiseshell,Medium,Female,"Loving, Sweet, Likes to be pet, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs, children.",Short,154.0,Companion Animal Placement,thirty_days
97,Hilo,0,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,"Smart, Playful, Independent",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,"Dogs, children.",Short,96.0,Companion Animal Placement,thirty_days
98,Maya,6,0,Adult,American Shorthair & Tabby Mix,Tabby (Brown / Chocolate),Small,Female,"Affectionate, Friendly, Gentle, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs, children.",Short,357.0,Pad Paws Rescue,thirty_days
99,Bali,5,0,Adult,Domestic Short Hair & Tabby Mix,Tabby (Brown / Chocolate),Medium,Male,"High energy, playful, lovable, active, friendly, outgoing, smart",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,115.0,Jersey Tails,thirty_days
100,Orange,4,1,Kitten,Domestic Short Hair Mix,Black,Small,Male,"Friendly, Smart, Funny, Athletic, Playful",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,,221.0,PupStarz Rescue,thirty_days
101,Purple,5,0,Kitten,Domestic Short Hair Mix,Black,Small,Male,", Friendly, Smart, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,,226.0,PupStarz Rescue,thirty_days
102,Green,4,0,Kitten,Domestic Short Hair Mix,Black,Small,Male,", Friendly, Funny, Athletic, Playful, Smart",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,,220.0,PupStarz Rescue,thirty_days
103,Jacalyn,4,0,Kitten,Domestic Short Hair Mix,Tabby (Buff / Tan / Fawn),Small,Female,", Friendly, Playful, Affectionate, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,,,95.0,PupStarz Rescue,thirty_days
104,Jack,6,0,Kitten,Domestic Short Hair Mix,Tabby (Buff / Tan / Fawn),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,,298.0,PupStarz Rescue,thirty_days
