,cat_name,num_images,num_videos,age,color,sex,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,color_new
941,Raven,3,0,Adult,Black,Female,Other cats.,,,,68.0,KittyKaretakers of Queens,thirty_days,Raven KittyKaretakers of Queens,True,False,unknown,Black,False,False,3,True,DSH,Thirty Days Plus,Black
942,Clara,6,0,Young,Cream Point,Female,Dogs.,,"Other cats, children.",Short,236.0,KittyKaretakers of Queens,thirty_days,Clara KittyKaretakers of Queens,True,False,Short,Cream Point,False,False,6,True,Other,Thirty Days Plus,Other
943,Gizmo and Peony,6,0,Kitten,Tabby (Brown / Chocolate),Female,"Other cats, children.",,,Short,287.0,Lincoln Terrace Park Cats,thirty_days,Gizmo and Peony Lincoln Terrace Park Cats,True,False,Short,Tabby (Brown / Chocolate),True,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
944,Simone,0,0,Young,Tabby (Buff / Tan / Fawn),Female,Other cats.,,,Medium,86.0,Lincoln Terrace Park Cats,thirty_days,Simone Lincoln Terrace Park Cats,True,False,Medium,Tabby (Buff / Tan / Fawn),False,False,0,False,Other,Thirty Days Plus,Tabby (Buff / Tan / Fawn)
945,Tiffany,5,1,Adult,Tortoiseshell,Female,Other cats.,,,Short,292.0,Lincoln Terrace Park Cats,thirty_days,Tiffany Lincoln Terrace Park Cats,True,False,Short,Tortoiseshell,False,True,5,True,DSH,Thirty Days Plus,Tortoiseshell
946,Mike,3,1,Adult,Black,Male,,,,Short,266.0,Neighborhood Cats Inc.,thirty_days,Mike Neighborhood Cats Inc.,True,False,Short,Black,False,True,3,True,DSH,Thirty Days Plus,Black
947,Obi Wan,2,0,Adult,Orange / Red,Male,"Other cats, children.",,,Short,252.0,Neighborhood Cats Inc.,thirty_days,Obi Wan Neighborhood Cats Inc.,True,False,Short,Orange / Red,False,False,2,True,DSH,Thirty Days Plus,Orange / Red
948,Miggy and Mia,0,0,Kitten,Tabby (Brown / Chocolate),Female,,,,Short,108.0,Neighborhood Cats Inc.,thirty_days,Miggy and Mia Neighborhood Cats Inc.,True,False,Short,Tabby (Brown / Chocolate),True,False,0,False,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
949,Rocco,0,0,Adult,Orange / Red,Male,,,,,84.0,Neighborhood Cats Inc.,thirty_days,Rocco Neighborhood Cats Inc.,True,False,unknown,Orange / Red,False,False,0,False,DSH,Thirty Days Plus,Orange / Red
950,Victoria,2,0,Adult,Tabby (Gray / Blue / Silver),Female,"Other cats, children.",,,Short,193.0,Neighborhood Cats Inc.,thirty_days,Victoria Neighborhood Cats Inc.,True,False,Short,Tabby (Gray / Blue / Silver),False,False,2,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
951,Sabrina,0,0,Adult,Black,Female,"Other cats, children.",,,,177.0,Neighborhood Cats Inc.,thirty_days,Sabrina Neighborhood Cats Inc.,True,False,unknown,Black,False,False,0,False,DSH,Thirty Days Plus,Black
952,Rusty,3,0,Adult,Tabby (Tiger Striped),Female,,,Children.,Short,280.0,Neighborhood Cats Inc.,thirty_days,Rusty Neighborhood Cats Inc.,True,False,Short,Tabby (Tiger Striped),False,False,3,True,DSH,Thirty Days Plus,Tabby (Tiger Striped)
953,Vasily,4,1,Young,Tabby (Brown / Chocolate),Male,Other cats.,,,Short,240.0,Neighborhood Cats Inc.,thirty_days,Vasily Neighborhood Cats Inc.,True,False,Short,Tabby (Brown / Chocolate),False,True,4,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
954,Mystery,2,0,Adult,Gray & White,Male,,,"Other cats, dogs, children.",Short,19.0,Bayonne Feral Cat Foundation,thirty_days,Mystery Bayonne Feral Cat Foundation,True,False,Short,Gray & White,False,False,2,True,DSH,Thirty Days Plus,Gray & White
955,Luna,0,0,Young,White,Female,,,,Short,92.0,Hurricane Pets Rescue Inc.,thirty_days,Luna Hurricane Pets Rescue Inc.,True,False,Short,White,False,False,0,False,DSH,Thirty Days Plus,White
956,KOBE,6,0,Adult,Orange & White,Male,Dogs.,,"Other cats, other animals. Kobe is a bit dominant with other cats. He does get along with dogs.",Short,205.0,"Timber's Legacy, Inc.",thirty_days,"KOBE Timber's Legacy, Inc.",True,False,Short,Orange & White,False,False,6,True,DSH,Thirty Days Plus,Orange & White
957,avalache,4,0,Adult,White,Male,,,"Other cats, dogs.",,168.0,Puppy Kitty NY City,thirty_days,avalache Puppy Kitty NY City,True,False,unknown,White,False,False,4,True,DSH,Thirty Days Plus,White
958,Chloe,2,0,Young,,Female,"Other cats, dogs.",,,,94.0,Puppy Kitty NY City,thirty_days,Chloe Puppy Kitty NY City,True,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
959,carol,6,0,Young,Black & White / Tuxedo,Female,Other cats.,,Dogs.,,171.0,Puppy Kitty NY City,thirty_days,carol Puppy Kitty NY City,True,False,unknown,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
960,Abigail,6,0,Senior,,Female,,,Dogs.,,182.0,Puppy Kitty NY City,thirty_days,Abigail Puppy Kitty NY City,True,False,unknown,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
961,Nori,4,0,Adult,,Female,Dogs.,,,,22.0,Lawns to Laps Cat Rescue,thirty_days,Nori Lawns to Laps Cat Rescue,True,False,unknown,unknown,False,False,4,True,DSH,Thirty Days Plus,Other
962,Lady,5,0,Adult,,Female,Other cats.,$125.00,"Dogs, children.",,22.0,Lawns to Laps Cat Rescue,thirty_days,Lady Lawns to Laps Cat Rescue,True,False,unknown,unknown,False,False,5,True,Other,Thirty Days Plus,Other
963,Pairs of kittens!,6,0,Kitten,Black,Male,,$350.00,,Short,118.0,Kitten Nuggets,thirty_days,Pairs of kittens! Kitten Nuggets,True,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,Black
964,Ricardo,0,0,Adult,Orange & White,Male,"Dogs, other animals. Friendly Dogs and other cats with more submissive personalities.",$100.00,,Short,133.0,"Inky Blue Sea Companion Animal Rescue,…",thirty_days,"Ricardo Inky Blue Sea Companion Animal Rescue,…",True,False,Short,Orange & White,False,False,0,False,DSH,Thirty Days Plus,Orange & White
965,Pepsi,0,0,Adult,Tabby (Tiger Striped),Male,Dogs.,,Other cats.,,0.0,Manhattan Valley Cat Rescue,thirty_days,Pepsi Manhattan Valley Cat Rescue,True,True,unknown,Tabby (Tiger Striped),False,False,0,False,DSH,Thirty Days Plus,Tabby (Tiger Striped)
966,Cleo and Caspar,2,0,Adult,Black & White / Tuxedo,Male,,,,,53.0,Manhattan Valley Cat Rescue,thirty_days,Cleo and Caspar Manhattan Valley Cat Rescue,True,False,unknown,Black & White / Tuxedo,True,False,2,True,DSH,Thirty Days Plus,Black & White / Tuxedo
967,Sassy,2,0,Young,,Female,,,,Medium,85.0,Manhattan Valley Cat Rescue,thirty_days,Sassy Manhattan Valley Cat Rescue,True,False,Medium,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
968,Patches,0,0,Adult,Black & White / Tuxedo,Male,,,,,66.0,Manhattan Valley Cat Rescue,thirty_days,Patches Manhattan Valley Cat Rescue,True,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Thirty Days Plus,Black & White / Tuxedo
969,Baby Nives,4,0,Kitten,Tabby (Brown / Chocolate),Female,"Other cats, dogs, children.",$150.00,,Short,98.0,NYC Teens for Animals,thirty_days,Baby Nives NYC Teens for Animals,True,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
970,Leroy & Lincoln,0,0,Young,Black & White / Tuxedo,Male,"Other cats, children.",,,,113.0,Anarchy Animal Rescue,thirty_days,Leroy & Lincoln Anarchy Animal Rescue,True,False,unknown,Black & White / Tuxedo,True,False,0,False,DSH,Thirty Days Plus,Black & White / Tuxedo
971,Mason & Dixie,3,0,Kitten,Black & White / Tuxedo,Male,"Other cats, dogs, children.",,,,188.0,Anarchy Animal Rescue,thirty_days,Mason & Dixie Anarchy Animal Rescue,True,False,unknown,Black & White / Tuxedo,True,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
972,Dixie & Mason,3,0,Kitten,Gray / Blue / Silver,Female,"Other cats, dogs, children.",,,,176.0,Anarchy Animal Rescue,thirty_days,Dixie & Mason Anarchy Animal Rescue,True,False,unknown,Gray / Blue / Silver,True,False,3,True,DSH,Thirty Days Plus,Gray / Blue / Silver
973,Ron,4,0,Adult,Tabby (Gray / Blue / Silver),Male,"Other cats, dogs, children.",,,Short,130.0,Bobbi & the Strays,thirty_days,Ron Bobbi & the Strays,True,False,Short,Tabby (Gray / Blue / Silver),False,False,4,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
974,Gumball,4,0,Young,Black,Male,"Other cats, dogs, children.",,,Long,140.0,Bobbi & the Strays,thirty_days,Gumball Bobbi & the Strays,True,False,Long,Black,False,False,4,True,DLH,Thirty Days Plus,Black
975,Mustachio,4,0,Young,Black & White / Tuxedo,Female,"Other cats, dogs.",,,Short,119.0,Bobbi & the Strays,thirty_days,Mustachio Bobbi & the Strays,True,False,Short,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
976,Connor,3,0,Young,Tabby (Gray / Blue / Silver),Male,"Other cats, dogs.",,,Short,101.0,Bobbi & the Strays,thirty_days,Connor Bobbi & the Strays,True,False,Short,Tabby (Gray / Blue / Silver),False,False,3,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
977,Cookie and Oreo,4,0,Adult,Black,Male,,,,Short,140.0,Bobbi & the Strays,thirty_days,Cookie and Oreo Bobbi & the Strays,True,False,Short,Black,True,False,4,True,DSH,Thirty Days Plus,Black
978,Cheech and Chung,5,1,Adult,Tabby (Orange / Red),Male,,,,Medium,126.0,Bobbi & the Strays,thirty_days,Cheech and Chung Bobbi & the Strays,True,False,Medium,Tabby (Orange / Red),True,True,5,True,DSH,Thirty Days Plus,Tabby (Orange / Red)
979,Eponine,6,0,Young,Gray / Blue / Silver,Female,"Other cats, dogs, children.",$175.00,,Short,137.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Eponine NYC Animal Rescue Girls (NYCARG),True,False,Short,Gray / Blue / Silver,False,False,6,True,DSH,Thirty Days Plus,Gray / Blue / Silver
980,Brooklyn,6,0,Young,Black & White / Tuxedo,Male,"Other cats, dogs, children.",$175.00,,Short,68.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Brooklyn NYC Animal Rescue Girls (NYCARG),True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
981,Minnie,6,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children.",$175.00,,Short,85.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Minnie NYC Animal Rescue Girls (NYCARG),True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
982,Bae,6,0,Kitten,Black,Female,"Other cats, dogs, children.",,,Short,84.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Bae NYC Animal Rescue Girls (NYCARG),True,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,Black
983,Little Girl,6,0,Kitten,Black,Female,"Other cats, dogs, children.",$175.00,,,99.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Little Girl NYC Animal Rescue Girls (NYCARG),True,False,unknown,Black,False,False,6,True,DSH,Thirty Days Plus,Black
984,Little Boy,6,0,Kitten,Black,Male,"Other cats, dogs, children.",$175.00,,Short,101.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Little Boy NYC Animal Rescue Girls (NYCARG),True,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,Black
985,Bruno,6,0,Adult,Tabby (Brown / Chocolate),Male,"Other cats, dogs, children.",$165.00,,Short,118.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Bruno NYC Animal Rescue Girls (NYCARG),True,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
986,Kiki,6,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children.",$175.00,,Short,59.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Kiki NYC Animal Rescue Girls (NYCARG),True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
987,Mimi,6,0,Young,Black & White / Tuxedo,Female,"Other cats, dogs, children.",$175.00,,Short,59.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Mimi NYC Animal Rescue Girls (NYCARG),True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
988,Mo,6,0,Young,Gray & White,Male,"Other cats, dogs, children.",$165.00,,Short,102.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Mo NYC Animal Rescue Girls (NYCARG),True,False,Short,Gray & White,False,False,6,True,DSH,Thirty Days Plus,Gray & White
989,Sammie,6,0,Young,Black & White / Tuxedo,Female,"Other cats, dogs, children.",$150.00,,Short,89.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Sammie NYC Animal Rescue Girls (NYCARG),True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
990,Kat,5,0,Young,Tabby (Gray / Blue / Silver),Female,"Other cats, dogs, children.",$150.00,,Short,89.0,NYC Animal Rescue Girls (NYCARG),thirty_days,Kat NYC Animal Rescue Girls (NYCARG),True,False,Short,Tabby (Gray / Blue / Silver),False,False,5,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
991,Venti,2,0,Adult,,Male,"Other cats, dogs, children.",$150.00,,,85.0,Angels for Animals Network,thirty_days,Venti Angels for Animals Network,True,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
992,Kira,2,0,Adult,,Female,Other cats.,$150.00,,,75.0,Angels for Animals Network,thirty_days,Kira Angels for Animals Network,True,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
993,Tiger,2,0,Adult,,Male,"Other cats, dogs, children.",$150.00,,,74.0,Angels for Animals Network,thirty_days,Tiger Angels for Animals Network,True,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
994,Monroe,5,0,Young,,Male,"Other cats, children.",$150.00,,,83.0,Angels for Animals Network,thirty_days,Monroe Angels for Animals Network,True,False,unknown,unknown,False,False,5,True,DSH,Thirty Days Plus,Other
995,Crystal,2,0,Adult,,Female,"Other cats, dogs, children.",$150.00,,,64.0,Angels for Animals Network,thirty_days,Crystal Angels for Animals Network,True,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
996,FeeBee,2,0,Adult,,Female,"Other cats, dogs, children.",$150.00,,,69.0,Angels for Animals Network,thirty_days,FeeBee Angels for Animals Network,True,False,unknown,unknown,False,False,2,True,DLH,Thirty Days Plus,Other
997,Sia,3,0,Adult,,Female,"Other cats, dogs, children.",,,,61.0,Angels for Animals Network,thirty_days,Sia Angels for Animals Network,True,False,unknown,unknown,False,False,3,True,DLH,Thirty Days Plus,Other
998,Tiger,4,0,Adult,Tabby (Brown / Chocolate),Male,Children.,,,,178.0,Angels for Animals Network,thirty_days,Tiger Angels for Animals Network,True,False,unknown,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
999,Buckwheat,3,0,Adult,Black,Male,"Other cats, children.",,,,157.0,Angels for Animals Network,thirty_days,Buckwheat Angels for Animals Network,True,False,unknown,Black,False,False,3,True,DSH,Thirty Days Plus,Black
1000,Shadow,3,0,Adult,Black,Male,"Other cats, children.",,,Short,157.0,Angels for Animals Network,thirty_days,Shadow Angels for Animals Network,True,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
1001,WILLOW,4,1,Adult,Black & White / Tuxedo,Female,"Other cats, children.",$150.00,,,136.0,Cypress Feline Rescue,thirty_days,WILLOW Cypress Feline Rescue,True,False,unknown,Black & White / Tuxedo,False,True,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1002,SOPHIE,4,1,Kitten,Tabby (Gray / Blue / Silver),Female,"Other cats, children.",$100.00,,,166.0,Cypress Feline Rescue,thirty_days,SOPHIE Cypress Feline Rescue,True,False,unknown,Tabby (Gray / Blue / Silver),False,True,4,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
1003,LINCOLN,5,1,Kitten,Tabby (Gray / Blue / Silver),Male,"Other cats, children.",$175.00,,Short,141.0,Cypress Feline Rescue,thirty_days,LINCOLN Cypress Feline Rescue,True,False,Short,Tabby (Gray / Blue / Silver),False,True,5,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
1004,LIAM,5,1,Kitten,,Male,"Other cats, children.",$175.00,,Short,138.0,Cypress Feline Rescue,thirty_days,LIAM Cypress Feline Rescue,True,False,Short,unknown,False,True,5,True,DSH,Thirty Days Plus,Other
1005,JACKSON,5,1,Kitten,Orange & White,Male,"Other cats, children.",$175.00,,,143.0,Cypress Feline Rescue,thirty_days,JACKSON Cypress Feline Rescue,True,False,unknown,Orange & White,False,True,5,True,DSH,Thirty Days Plus,Orange & White
1006,GIGI,3,1,Kitten,Calico,Female,"Other cats, children.",$175.00,,,151.0,Cypress Feline Rescue,thirty_days,GIGI Cypress Feline Rescue,True,False,unknown,Calico,False,True,3,True,DSH,Thirty Days Plus,Calico
1007,GINGER,5,1,Kitten,Calico,Female,"Other cats, children.",$175.00,,,147.0,Cypress Feline Rescue,thirty_days,GINGER Cypress Feline Rescue,True,False,unknown,Calico,False,True,5,True,DSH,Thirty Days Plus,Calico
1008,LICORICE,4,0,Young,Black & White / Tuxedo,Female,"Other cats, children.",$150.00,,,159.0,Cypress Feline Rescue,thirty_days,LICORICE Cypress Feline Rescue,True,False,unknown,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1009,FRANKIE,4,0,Kitten,White,Male,"Other cats, children.",$175.00,,,173.0,Cypress Feline Rescue,thirty_days,FRANKIE Cypress Feline Rescue,True,False,unknown,White,False,False,4,True,DSH,Thirty Days Plus,White
1010,KAYLA,4,0,Kitten,Black & White / Tuxedo,Female,"Other cats, children.",$175.00,,Short,154.0,Cypress Feline Rescue,thirty_days,KAYLA Cypress Feline Rescue,True,False,Short,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1011,GIMPY,5,1,Young,Seal Point,Female,"Children, other animals. Gimpy seems to growl at other cats near her so she may be better as an only cat.",$150.00,Other cats.,Short,190.0,Cypress Feline Rescue,thirty_days,GIMPY Cypress Feline Rescue,True,False,Short,Seal Point,False,True,5,True,DSH,Thirty Days Plus,Other
1012,ZARA,2,1,Kitten,,Female,"Other cats, children.",$175.00,,Short,175.0,Cypress Feline Rescue,thirty_days,ZARA Cypress Feline Rescue,True,False,Short,unknown,False,True,2,True,DSH,Thirty Days Plus,Other
1013,Rapunzel,3,0,Adult,Gray / Blue / Silver,Female,,,,Medium,159.0,Happy Homes Animal Rescue,thirty_days,Rapunzel Happy Homes Animal Rescue,True,False,Medium,Gray / Blue / Silver,False,False,3,True,Other,Thirty Days Plus,Gray / Blue / Silver
1014,Sambosa,2,0,Adult,Cream Point,Female,Other cats.,,,Short,210.0,Happy Homes Animal Rescue,thirty_days,Sambosa Happy Homes Animal Rescue,True,False,Short,Cream Point,False,False,2,True,Other,Thirty Days Plus,Other
1015,Tulip - Sweet Survivor!,0,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children.",,,Short,218.0,Happy Homes Animal Rescue,thirty_days,Tulip - Sweet Survivor! Happy Homes Animal Rescue,True,False,Short,Black & White / Tuxedo,False,False,0,False,DSH,Thirty Days Plus,Black & White / Tuxedo
1016,White Fang,3,0,Adult,Gray / Blue / Silver,Male,,,"Other cats, dogs.",Short,216.0,Happy Homes Animal Rescue,thirty_days,White Fang Happy Homes Animal Rescue,True,False,Short,Gray / Blue / Silver,False,False,3,True,DSH,Thirty Days Plus,Gray / Blue / Silver
1017,Ghost - Bengal,2,0,Adult,Cream / Ivory,Male,"Dogs, children.",,Other cats.,Short,185.0,Happy Homes Animal Rescue,thirty_days,Ghost - Bengal Happy Homes Animal Rescue,True,False,Short,Cream / Ivory,False,False,2,True,DSH,Thirty Days Plus,Other
1018,Hayley,5,0,Adult,Gray & White,Female,"Other cats, children.",,,Short,195.0,R and M Rockin' Rescues,thirty_days,Hayley R and M Rockin' Rescues,True,False,Short,Gray & White,False,False,5,True,DSH,Thirty Days Plus,Gray & White
1019,Juanito,2,0,Young,Black & White / Tuxedo,Male,"Other cats, children.",,,Short,90.0,R and M Rockin' Rescues,thirty_days,Juanito R and M Rockin' Rescues,True,False,Short,Black & White / Tuxedo,False,False,2,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1020,Hunk,4,0,Adult,Black & White / Tuxedo,Male,"Other cats, dogs, children.",,,Short,42.0,R and M Rockin' Rescues,thirty_days,Hunk R and M Rockin' Rescues,True,False,Short,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1021,Providence,4,0,Adult,Calico,Female,"Other cats, dogs, children.",,,Short,44.0,R and M Rockin' Rescues,thirty_days,Providence R and M Rockin' Rescues,True,False,Short,Calico,False,False,4,True,DSH,Thirty Days Plus,Calico
1022,Nikko,3,0,Adult,Brown / Chocolate,Male,"Other cats, dogs.",,Children.,,139.0,R and M Rockin' Rescues,thirty_days,Nikko R and M Rockin' Rescues,True,False,unknown,Brown / Chocolate,False,False,3,True,DSH,Thirty Days Plus,Other
1023,Cindy Lou Who,2,0,Adult,Tabby (Brown / Chocolate),Female,"Other cats, dogs.",,Children.,Short,108.0,R and M Rockin' Rescues,thirty_days,Cindy Lou Who R and M Rockin' Rescues,True,False,Short,Tabby (Brown / Chocolate),False,False,2,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1024,Meowth,2,0,Kitten,Black,Female,"Other cats, dogs, children.",$125.00,,,40.0,Second Chance Rescue,thirty_days,Meowth Second Chance Rescue,True,False,unknown,Black,False,False,2,True,DSH,Thirty Days Plus,Black
1025,William,3,0,Kitten,,Male,"Other cats, dogs, children.",$125.00,,,37.0,Second Chance Rescue,thirty_days,William Second Chance Rescue,True,False,unknown,unknown,False,False,3,True,DSH,Thirty Days Plus,Other
1026,Marinara,2,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children.",$125.00,,,46.0,Second Chance Rescue,thirty_days,Marinara Second Chance Rescue,True,False,unknown,Black & White / Tuxedo,False,False,2,True,DSH,Thirty Days Plus,Black & White / Tuxedo
